10;401.058;401.057;401.054;401.051;401.048
20;404.857;404.841;404.822;404.8;404.774
30;408.244;408.211;408.168;408.113;408.049
40;411.395;411.345;411.269;411.168;411.045
50;414.211;414.142;414.026;413.867;413.668
60;416.762;416.677;416.519;416.293;416.004
70;419.045;418.938;418.73;418.426;418.035
80;421.124;420.995;420.733;420.342;419.836
90;422.991;422.841;422.523;422.042;421.416
100;424.637;424.469;424.095;423.522;422.774
110;426.066;425.877;425.446;424.782;423.914
120;427.348;427.134;426.646;425.891;424.906
130;428.526;428.284;427.736;426.888;425.785
140;429.56;429.289;428.682;427.745;426.53
150;430.557;430.256;429.589;428.561;427.233
160;431.428;431.101;430.378;429.266;427.834
170;432.198;431.845;431.07;429.879;428.35
180;432.876;432.499;431.675;430.413;428.797
190;433.492;433.091;432.221;430.891;429.193
200;434.042;433.618;432.704;431.311;429.54
210;434.538;434.093;433.141;431.692;429.854
220;434.997;434.531;433.542;432.041;430.141
230;435.403;434.917;433.896;432.35;430.396
240;435.751;435.248;434.201;432.618;430.622
250;436.031;435.508;434.438;432.827;430.802
260;436.288;435.746;434.655;433.021;430.972
270;436.524;435.959;434.85;433.198;431.132
280;436.699;436.111;434.989;433.33;431.263
290;436.86;436.251;435.118;433.457;431.393
300;437.028;436.392;435.248;433.585;431.523
310;437.145;436.482;435.333;433.679;431.637
320;437.255;436.56;435.408;433.769;431.749
330;437.35;436.625;435.475;433.857;431.861
340;437.429;436.672;435.527;433.937;431.972
350;437.496;436.704;435.568;434.01;432.08
360;437.54;436.709;435.59;434.076;432.19
370;437.579;436.708;435.61;434.142;432.299
380;437.604;436.693;435.619;434.203;432.405
390;437.607;436.65;435.61;434.257;432.511
400;437.602;436.595;435.596;434.314;432.62
410;437.567;436.507;435.557;434.359;432.73
420;437.532;436.418;435.525;434.412;432.839
430;437.47;436.297;435.474;434.459;432.947
440;437.379;436.146;435.409;434.507;433.059
450;437.272;435.977;435.335;434.552;433.17
460;437.141;435.784;435.25;434.598;433.281
470;436.988;435.567;435.16;434.651;433.395
480;436.829;435.348;435.075;434.705;433.497
490;436.642;435.101;434.982;434.763;433.598
500;436.425;434.83;434.884;434.822;433.686
510;436.192;434.548;434.79;434.886;433.759
520;435.934;434.243;434.687;434.955;433.843
530;435.657;433.933;434.597;435.03;433.898
540;435.353;433.609;434.508;435.108;433.937
550;435.016;433.266;434.425;435.189;433.933
560;434.656;432.92;434.352;435.273;433.895
570;434.297;432.588;434.294;435.358;433.809
580;433.943;432.276;434.252;435.444;433.692
590;433.583;431.982;434.233;435.516;433.451
600;433.204;431.695;434.23;435.585;433.111
610;432.863;431.456;434.252;435.638;432.662
620;432.535;431.251;434.301;435.659;431.999
630;432.262;431.105;434.372;435.651;431.161
640;432.024;431.002;434.467;435.594;429.991
650;431.844;430.955;434.574;435.445;428.421
660;431.732;430.96;434.683;435.176;426.292
670;431.681;431.001;434.788;434.769;423.4
680;431.697;431.064;434.851;434.17;419.618
690;431.767;431.117;434.846;433.332;414.535
700;431.864;431.121;434.723;432.133;407.593
710;431.973;431.02;434.429;430.608;398.328
720;432.06;430.757;433.86;428.562;385.877
730;432.089;430.241;432.862;425.846;369.507
740;432.023;429.353;431.154;421.88;347.679
750;431.818;427.947;428.31;415.424;318.468
760;431.423;425.782;423.502;403.172;277.588
770;430.771;422.536;415.553;379.607;226.372
780;429.799;417.864;403.026;338.09;174.565
790;428.442;411.449;384.906;279.636;132.774
800;426.544;402.611;359.694;212.701;100.161
810;424.036;391.179;328.507;155.017;76.8328
820;420.714;376.668;292.95;112.919;58.8181
830;416.476;359.324;256.65;85.2968;45.4372
840;411.182;339.55;222.664;68.3477;36.7284
850;404.666;317.92;192.84;58.0874;31.4667
